extended_right_major,extended_right_major_description,extended_right_name,extended_right_name_description,object_guid
Attributes,Lists attributes and their guids,MSMQ-Dependent-Client-Service,Indicates whether this server provides dependent clients services.,2df90d83-009f-11d2-aa4c-00c04fd7d83a
Attributes,Lists attributes and their guids,MSMQ-Dependent-Client-Services,Indicates whether the MSMQ installed on this computer provides MSMQ dependent client services.,2df90d76-009f-11d2-aa4c-00c04fd7d83a
Attributes,Lists attributes and their guids,MSMQ-Digests,An array of digests of the corresponding certificates in attribute mSMQ-Sign-Certificates. They are used for mapping a digest into a certificate.,9a0dc33c-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Digests-Mig,In MSMQ mixed-mode; contains the previous value of mSMQDigests.,0f71d8e0-da3b-11d1-90a5-00c04fd91ab1
Attributes,Lists attributes and their guids,MSMQ-Ds-Service,Indicates whether this server provides DS services.,2df90d82-009f-11d2-aa4c-00c04fd7d83a
Attributes,Lists attributes and their guids,MSMQ-Ds-Services,Indicates whether the MSMQ installed on this computer provides MSMQ DS services.,2df90d78-009f-11d2-aa4c-00c04fd7d83a
Attributes,Lists attributes and their guids,MSMQ-Encrypt-Key,The computer's public encryption key.,9a0dc331-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Foreign,Indicates whether this computer is a foreign MSMQ computer.,9a0dc32f-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-In-Routing-Servers,DN links to MSMQ routing servers through which all incoming traffic to this computer should be routed.,9a0dc32c-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Interval1,In MSMQ mixed-mode; default replication time within a site.,8ea825aa-3b7b-11d2-90cc-00c04fd91ab1
Attributes,Lists attributes and their guids,MSMQ-Interval2,In MSMQ mixed-mode; default replication time between sites.,99b88f52-3b7b-11d2-90cc-00c04fd91ab1
Attributes,Lists attributes and their guids,MSMQ-Journal,Indicates whether messages retrieved form the queue should be kept in journal.,9a0dc321-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Journal-Quota,MSMQ journal messages quota of the computer.,9a0dc324-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Label,Replaced by MSMQ-Label-Ex.,9a0dc325-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Label-Ex,A string that describes the type of service provided by the queue.,4580ad25-d407-48d2-ad24-43e6e56793d7
Attributes,Lists attributes and their guids,MSMQ-Long-Lived,The default time to live of MSMQ messages.,9a0dc335-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Migrated,The MSMQ-Migrated attribute contains MSMQ mixed-mode information.,9a0dc33f-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Multicast-Address,This is part of an MSMQ object; it is set by calling API to MQCreateQueue or MQSetProperties. It controls whether MSMQ will accept messages from a multicast address.,1d2f4412-f10d-4337-9b48-6e5b125cd265
Attributes,Lists attributes and their guids,MSMQ-Name-Style,The convention of computer name style.,9a0dc333-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Nt4-Flags,The MSMQ-Nt4-Flags attribute contains MSMQ mixed-mode information.,eb38a158-d57f-11d1-90a2-00c04fd91ab1
Attributes,Lists attributes and their guids,MSMQ-Nt4-Stub,The MSMQ-Nt4-Stub attribute contains MSMQ mixed-mode information.,6f914be6-d57e-11d1-90a2-00c04fd91ab1
Attributes,Lists attributes and their guids,MSMQ-OS-Type,The operating system type.,9a0dc330-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Out-Routing-Servers,DN links to MSMQ routing servers through which all outgoing traffic for this computer should be routed.,9a0dc32b-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Owner-ID,The MSMQ-Owner-ID attribute contains MSMQ mixed-mode information.,9a0dc328-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Prev-Site-Gates,The MSMQ-Prev-Site-Gates attribute contains MSMQ mixed-mode information.,2df90d75-009f-11d2-aa4c-00c04fd7d83a
Attributes,Lists attributes and their guids,MSMQ-Privacy-Level,The privacy level that is required by the queue.,9a0dc327-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-QM-ID,The objectGUID of the server's MSMQ-configuration object.,9a0dc33e-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Queue-Journal-Quota,The journal message quota of the queue.,8e441266-d57f-11d1-90a2-00c04fd91ab1
Attributes,Lists attributes and their guids,MSMQ-Queue-Name-Ext,Contains the suffix of the queue name (if there is one).,2df90d87-009f-11d2-aa4c-00c04fd7d83a
Attributes,Lists attributes and their guids,MSMQ-Queue-Quota,A message quota of the queue.,3f6b8e12-d57f-11d1-90a2-00c04fd91ab1
Attributes,Lists attributes and their guids,MSMQ-Queue-Type,A GUID that describes the type of service provided by the queue.,9a0dc320-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Quota,The MSMQ messages quota for the computer.,9a0dc322-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Recipient-FormatName,Used as the recipient format name in the MSMQ-Custom-Recipient class.,3bfe6748-b544-485a-b067-1b310c4334bf
Attributes,Lists attributes and their guids,MSMQ-Routing-Service,Indicates whether this server provides routing services.,2df90d81-009f-11d2-aa4c-00c04fd7d83a
Attributes,Lists attributes and their guids,MSMQ-Routing-Services,Indicates whether the MSMQ installed on this computer provides MSMQ routing services.,2df90d77-009f-11d2-aa4c-00c04fd7d83a
Attributes,Lists attributes and their guids,MSMQ-Secured-Source,This is part of an MSMQ object; it is set by calling API to MQCreateQueue or MQSetProperties. It controls whether MSMQ accepts messages only from a secured source (for example; https) for this queue.,8bf0221b-7a06-4d63-91f0-1499941813d3
Attributes,Lists attributes and their guids,MSMQ-Services,The type of service provided by MSMQ installed on this server.,9a0dc33d-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Service-Type,The type of service provided by MSMQ installed on this computer.,9a0dc32d-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Sign-Certificates,This attribute contains a number of certificates. A user can generate a certificate per computer.  For each certificate we also keep a digest.,9a0dc33b-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Sign-Certificates-Mig,In MSMQ mixed-mode; the attribute contains the previous value of mSMQSignCertificates. MSMQ supports migration from the MSMQ 1.0 DS to the WindowsÂ 2000 DS; and mixed mode specifies a state in which some of the DS severs were not upgraded to WindowsÂ 2000.,3881b8ea-da3b-11d1-90a5-00c04fd91ab1
Attributes,Lists attributes and their guids,MSMQ-Sign-Key,The computer's public signing key.,9a0dc332-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Site-1,The DN of the first site of a pair that are connected.,9a0dc337-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Site-2,The DN of the second site of a pair that are connected.,9a0dc338-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Site-Foreign,A Boolean value that indicates whether it is a foreign MSMQ site.,fd129d8a-d57e-11d1-90a2-00c04fd91ab1
Attributes,Lists attributes and their guids,MSMQ-Site-Gates,The list of DNs for MSMQ routing servers; through which all traffic between sites must be routed.,9a0dc339-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Site-Gates-Mig,In MSMQ mixed-mode; the previous value of mSMQSiteGates.,e2704852-3b7b-11d2-90cc-00c04fd91ab1
Attributes,Lists attributes and their guids,MSMQ-Site-ID,The MSMQ-Site-ID attribute contains MSMQ mixed-mode information.,9a0dc340-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Site-Name,The MSMQ-Site-Name attribute has been replaced by the MSMQ-Site-Name-Ex attribute.,ffadb4b2-de39-11d1-90a5-00c04fd91ab1
Attributes,Lists attributes and their guids,MSMQ-Site-Name-Ex,The MSMQ-Site-Name-Ex attribute contains MSMQ mixed-mode information.,422144fa-c17f-4649-94d6-9731ed2784ed
Attributes,Lists attributes and their guids,MSMQ-Sites,The list of sites that the computer belongs to (an array of the sites' objectGUIDs; usually not more than one GUID).,9a0dc32a-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Transactional,Indicates whether the queue is transactional.,9a0dc329-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-User-Sid,The migrated user's SID.,c58aae32-56f9-11d2-90d0-00c04fd91ab1
Attributes,Lists attributes and their guids,MSMQ-Version,The version number of MSMQ DS information.,9a0dc336-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,ms-net-ieee-80211-GP-PolicyData,Contains all of the settings and data that make up a Group Policy configuration for 802.11 wireless networks.,9c1495a5-4d76-468e-991e-1433b0a67855
Attributes,Lists attributes and their guids,ms-net-ieee-80211-GP-PolicyGUID,Contains a GUID that identifies a specific 802.11 Group Policy object on the domain.,35697062-1eaf-448b-ac1e-388e0be4fdee
Attributes,Lists attributes and their guids,ms-net-ieee-80211-GP-PolicyReserved,Reserved for future use.,0f69c62e-088e-4ff5-a53a-e923cec07c0a
Attributes,Lists attributes and their guids,ms-net-ieee-8023-GP-PolicyData,Contains all of the settings and data that make up a Group Policy configuration for 802.3 wired networks.,8398948b-7457-4d91-bd4d-8d7ed669c9f7
Attributes,Lists attributes and their guids,ms-net-ieee-8023-GP-PolicyGUID,Contains a GUID that identifies a specific 802.3 Group Policy object on the domain.,94a7b05a-b8b2-4f59-9c25-39e69baa1684
Attributes,Lists attributes and their guids,ms-net-ieee-8023-GP-PolicyReserved,Reserved for future use.,d3c527c7-2606-4deb-8cfd-18426feec8ce
Attributes,Lists attributes and their guids,msNPAllowDialin,Indicates whether the account has permission to dial in to the RAS server. Do not modify this value directly. Use the appropriate RAS administration function to modify this value.,db0c9085-c1f2-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,msNPCalledStationID,The msNPCalledStationID attribute is used internally. Do not modify this value directly.,db0c9089-c1f2-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,msNPCallingStationID,The msNPCallingStationID attribute is used internally. Do not modify this value directly.,db0c908a-c1f2-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,msNPSavedCallingStationID,The msNPSavedCallingStationID attribute is used internally. Do not modify this value directly.,db0c908e-c1f2-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,ms-PKI-AccountCredentials,Storage of encrypted user credential token BLOBs for roaming.,b8dfa744-31dc-4ef1-ac7c-84baf7ef9da7
Attributes,Lists attributes and their guids,ms-PKI-Certificate-Application-Policy,The application policy OID's in a certificate.,dbd90548-aa37-4202-9966-8c537ba5ce32
Attributes,Lists attributes and their guids,ms-PKI-Certificate-Name-Flag,Contains the flags related to constructing the subject name in an issued certificate.,ea1dddc4-60ff-416e-8cc0-17cee534bce7
Attributes,Lists attributes and their guids,ms-PKI-Certificate-Policy,Contains the list of policy OIDs and their optional CSPs in the issued certificate.,38942346-cc5b-424b-a7d8-6ffd12029c5f
Attributes,Lists attributes and their guids,ms-PKI-Cert-Template-OID,Specifies the object identifier for a certificate template.,3164c36a-ba26-468c-8bda-c1e5cc256728
Attributes,Lists attributes and their guids,ms-PKI-Credential-Roaming-Tokens,Storage of encrypted user credential token BLOBs for roaming.,b7ff5a38-0818-42b0-8110-d3d154c97f24
Attributes,Lists attributes and their guids,ms-PKI-DPAPIMasterKeys,Storage of encrypted DPAPI Master Keys for user.,b3f93023-9239-4f7c-b99c-6745d87adbc2
Attributes,Lists attributes and their guids,ms-PKI-Enrollment-Flag,Contains the enrollment related flags.,d15ef7d8-f226-46db-ae79-b34e560bd12c
Attributes,Lists attributes and their guids,ms-PKI-Enrollment-Servers,Priority; authentication type; and URI of each certificate enrollment web service.,f22bd38f-a1d0-4832-8b28-0331438886a6
Attributes,Lists attributes and their guids,ms-PKI-Minimal-Key-Size,Indicates the minimum private key size.,e96a63f5-417f-46d3-be52-db7703c503df
Attributes,Lists attributes and their guids,ms-PKI-OID-Attribute,The attribute for the enterprise OID.,8c9e1288-5028-4f4f-a704-76d026f246ef
Attributes,Lists attributes and their guids,ms-PKI-OID-CPS,The CPS (Certificate Policy Statement) for the enterprise issuer policy OID.,5f49940e-a79f-4a51-bb6f-3d446a54dc6b
Attributes,Lists attributes and their guids,ms-PKI-OID-LocalizedName,Contains a list of display names used to describe an OID by locale.,7d59a816-bb05-4a72-971f-5c1331f67559
Attributes,Lists attributes and their guids,ms-PKI-OID-User-Notice,The user notice for the enterprise issuer policy OID.,04c4da7a-e114-4e69-88de-e293f2d3b395
Attributes,Lists attributes and their guids,ms-PKI-Private-Key-Flag,Contains the private key related flags.,bab04ac2-0435-4709-9307-28380e7c7001
